id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
127049010,,18000.0,18000.0,18000.0, 60 months,15.05,428.7,C,C4,Portfolio Manager,5 years,RENT,66924.0,Not Verified,Jan-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=127049010,,credit_card,Credit card refinancing,336xx,FL,28.07,5.0,Nov-2004,675.0,679.0,0.0,17.0,,13.0,0.0,2415.0,44.7,44.0,w,14915.04,14915.04,5971.7,5971.7,3084.96,2886.74,0.0,0.0,0.0,Mar-2019,428.7,Apr-2019,Mar-2019,699.0,695.0,0.0,17.0,1.0,Individual,,,,0.0,0.0,160330.0,0.0,8.0,0.0,3.0,13.0,157915.0,90.0,0.0,0.0,858.0,87.0,5400.0,1.0,0.0,1.0,3.0,13361.0,1261.0,47.5,0.0,0.0,158.0,125.0,50.0,13.0,0.0,75.0,33.0,10.0,28.0,13.0,2.0,4.0,2.0,7.0,22.0,5.0,22.0,4.0,13.0,0.0,0.0,5.0,0.0,63.4,0.0,0.0,0.0,152847.0,160330.0,2400.0,147447.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
39691241,,10000.0,10000.0,10000.0, 36 months,14.31,343.29,C,C4,Client Solutions Executive,7 years,OWN,78000.0,Not Verified,Jan-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=39691241,,debt_consolidation,Debt consolidation,923xx,CA,22.95,0.0,Mar-2003,670.0,674.0,0.0,,,16.0,0.0,48407.0,83.9,32.0,w,0.0,0.0,12013.6275970162,12013.63,10000.0,2013.63,0.0,0.0,0.0,Dec-2016,4469.2,,Feb-2017,729.0,725.0,0.0,,1.0,Individual,,,,0.0,0.0,277258.0,,,,,,,,,,,,57700.0,,,,8.0,17329.0,9024.0,73.1,0.0,0.0,57.0,91.0,1.0,1.0,2.0,11.0,,9.0,,0.0,8.0,11.0,8.0,12.0,11.0,12.0,18.0,11.0,16.0,0.0,0.0,0.0,4.0,100.0,75.0,0.0,0.0,301524.0,79281.0,33600.0,40624.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
26309792,,16000.0,16000.0,16000.0, 60 months,10.99,347.8,B,B3,HVAC,2 years,MORTGAGE,73000.0,Not Verified,Sep-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=26309792,,debt_consolidation,Debt consolidation,481xx,MI,18.71,0.0,Sep-2000,805.0,809.0,1.0,,,12.0,0.0,4190.0,5.8,35.0,w,0.0,0.0,20244.7044262852,20244.7,16000.0,4244.7,0.0,0.0,0.0,Feb-2018,332.7,,Feb-2019,774.0,770.0,0.0,,1.0,Individual,,,,0.0,0.0,221434.0,,,,,,,,,,,,71900.0,,,,5.0,22143.0,50993.0,1.0,0.0,0.0,105.0,168.0,21.0,2.0,5.0,21.0,,1.0,,0.0,2.0,4.0,5.0,12.0,9.0,9.0,21.0,4.0,12.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,294507.0,71467.0,51500.0,68607.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
49964423,,34975.0,34975.0,34975.0, 60 months,20.99,946.0,E,E5,Consultant,1 year,RENT,88400.0,Verified,May-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=49964423,,debt_consolidation,Debt consolidation,432xx,OH,17.64,0.0,May-2002,665.0,669.0,0.0,71.0,,16.0,0.0,11375.0,87.5,35.0,f,11656.86,11656.86,43414.04,43414.04,23318.14,20095.9,0.0,0.0,0.0,Mar-2019,946.0,Apr-2019,Mar-2019,699.0,695.0,0.0,,1.0,Individual,,,,0.0,978.0,68539.0,,,,,,,,,,,,13000.0,,,,3.0,4569.0,1625.0,87.5,0.0,0.0,156.0,122.0,5.0,5.0,0.0,5.0,71.0,10.0,71.0,0.0,3.0,3.0,4.0,5.0,30.0,4.0,5.0,3.0,16.0,0.0,0.0,0.0,2.0,97.1,100.0,0.0,0.0,105709.0,68539.0,13000.0,92709.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
78259852,,16000.0,16000.0,16000.0, 36 months,12.99,539.03,C,C2,Product Manager ,10+ years,MORTGAGE,97000.0,Source Verified,Apr-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78259852,,credit_card,Credit card refinancing,461xx,IN,8.73,0.0,Aug-1990,695.0,699.0,0.0,,,25.0,0.0,12215.0,29.1,46.0,w,0.0,0.0,17862.016371283702,17862.02,16000.0,1862.02,0.0,0.0,0.0,May-2017,11955.78,,Mar-2019,734.0,730.0,0.0,,1.0,Individual,,,,0.0,188.0,189585.0,5.0,15.0,7.0,9.0,3.0,66482.0,96.0,0.0,1.0,5744.0,71.0,42000.0,1.0,8.0,1.0,11.0,7899.0,18877.0,26.8,0.0,0.0,126.0,308.0,17.0,3.0,6.0,17.0,,12.0,,0.0,2.0,4.0,6.0,7.0,22.0,9.0,18.0,4.0,25.0,0.0,0.0,0.0,8.0,100.0,20.0,0.0,0.0,225206.0,78697.0,25800.0,69606.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
88062642,,7900.0,7900.0,7900.0, 36 months,21.49,299.63,D,D5,Youth Minister,1 year,RENT,37080.0,Source Verified,Sep-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=88062642,,debt_consolidation,Debt consolidation,838xx,ID,6.18,0.0,Sep-2004,685.0,689.0,0.0,,,2.0,0.0,8067.0,76.8,5.0,w,855.37,855.37,9465.32,9465.32,7044.63,2420.69,0.0,0.0,0.0,Mar-2019,299.63,Apr-2019,Mar-2019,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,8067.0,0.0,0.0,0.0,0.0,107.0,0.0,,0.0,2.0,5503.0,77.0,10500.0,0.0,1.0,0.0,2.0,4034.0,2433.0,76.8,0.0,0.0,143.0,22.0,15.0,15.0,0.0,15.0,,15.0,,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,10500.0,8067.0,10500.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
87414282,,12000.0,12000.0,12000.0, 36 months,19.99,445.91,D,D4,machinist,5 years,RENT,80000.0,Verified,Aug-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=87414282,,small_business,Business,953xx,CA,4.79,0.0,Apr-2004,680.0,684.0,0.0,,75.0,3.0,1.0,37.0,2.6,6.0,f,0.0,0.0,15930.7328184818,15930.73,12000.0,3930.73,0.0,0.0,0.0,Feb-2019,2975.69,,Feb-2019,694.0,690.0,0.0,,1.0,Individual,,,,0.0,0.0,17618.0,1.0,1.0,1.0,2.0,5.0,17581.0,95.0,0.0,0.0,25.0,88.0,1400.0,1.0,1.0,1.0,2.0,5873.0,1075.0,2.3,0.0,0.0,17.0,148.0,34.0,5.0,0.0,34.0,,10.0,,0.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,19923.0,17618.0,1100.0,18523.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
121746633,,20000.0,20000.0,20000.0, 60 months,13.59,461.13,C,C2,government grants administrator,< 1 year,RENT,58000.0,Not Verified,Oct-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=121746633,,major_purchase,Major purchase,941xx,CA,9.27,0.0,Oct-1991,765.0,769.0,0.0,,,2.0,0.0,1692.0,84.6,15.0,w,15628.61,15628.61,7824.11,7824.11,4371.39,3452.72,0.0,0.0,0.0,Mar-2019,461.13,Apr-2019,Mar-2019,719.0,715.0,0.0,,1.0,Joint App,91000.0,6.22,Not Verified,0.0,0.0,12508.0,0.0,1.0,0.0,0.0,43.0,10816.0,42.0,0.0,0.0,1692.0,45.0,2000.0,0.0,0.0,0.0,0.0,6254.0,308.0,84.6,0.0,0.0,140.0,312.0,44.0,43.0,0.0,58.0,,17.0,,0.0,1.0,1.0,1.0,7.0,4.0,1.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,27586.0,12508.0,2000.0,25586.0,1692.0,680.0,684.0,Jan-2000,0.0,0.0,2.0,73.7,0.0,2.0,0.0,0.0,43.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
40962906,,12000.0,12000.0,12000.0, 60 months,13.99,279.16,C,C4,Firefighter/Paramedic,4 years,MORTGAGE,55000.0,Verified,Feb-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=40962906,,debt_consolidation,Debt consolidation,450xx,OH,21.56,0.0,May-2007,695.0,699.0,2.0,53.0,,16.0,0.0,17609.0,38.5,25.0,w,0.0,0.0,5391.82,5391.82,2434.0,2013.91,0.0,943.91,169.9038,Jun-2016,279.16,,Jan-2017,554.0,550.0,0.0,,1.0,Individual,,,,0.0,0.0,157914.0,,,,,,,,,,,,45700.0,,,,7.0,9870.0,19076.0,46.1,0.0,0.0,66.0,93.0,3.0,3.0,1.0,3.0,53.0,4.0,53.0,0.0,5.0,7.0,6.0,8.0,14.0,8.0,10.0,7.0,16.0,0.0,0.0,0.0,7.0,95.8,16.7,0.0,0.0,196601.0,45735.0,35400.0,38401.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72977431,,9350.0,9350.0,9350.0, 36 months,11.99,310.51,C,C1,Chef,10+ years,OWN,26000.0,Not Verified,Mar-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72977431,,major_purchase,Major purchase,021xx,MA,19.02,0.0,Nov-1985,705.0,709.0,0.0,,,10.0,0.0,15759.0,24.6,20.0,w,5.62,5.62,11234.37,11234.37,9344.38,1874.46,15.53,0.0,0.0,Mar-2019,310.51,Apr-2019,Mar-2019,659.0,655.0,0.0,,1.0,Individual,,,,0.0,160.0,21918.0,1.0,3.0,0.0,0.0,96.0,6159.0,81.0,1.0,1.0,9853.0,31.0,64100.0,0.0,0.0,0.0,1.0,2192.0,42713.0,24.1,0.0,0.0,146.0,363.0,1.0,1.0,0.0,1.0,,,,0.0,4.0,5.0,5.0,9.0,5.0,7.0,15.0,5.0,10.0,0.0,0.0,0.0,1.0,100.0,20.0,0.0,0.0,71700.0,21918.0,56300.0,7600.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
113357407,,24000.0,24000.0,24000.0, 36 months,13.59,815.5,C,C2,Manager,9 years,MORTGAGE,70000.0,Not Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=113357407,,debt_consolidation,Debt consolidation,800xx,CO,13.7,0.0,Aug-2004,685.0,689.0,1.0,,,15.0,0.0,26586.0,46.2,17.0,w,11872.63,11872.63,16291.88,16291.88,12127.37,4164.51,0.0,0.0,0.0,Mar-2019,815.5,Apr-2019,Mar-2019,669.0,665.0,0.0,,1.0,Individual,,,,0.0,0.0,149099.0,1.0,0.0,0.0,0.0,,0.0,,2.0,8.0,4799.0,46.0,57600.0,0.0,0.0,3.0,9.0,9940.0,28414.0,48.3,0.0,0.0,,155.0,3.0,3.0,1.0,8.0,,0.0,,0.0,12.0,12.0,12.0,13.0,0.0,14.0,16.0,12.0,15.0,0.0,0.0,0.0,2.0,100.0,58.3,0.0,0.0,182700.0,26586.0,55000.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
